id,Status_pred,Prob
55505,1,0.6505
55506,0,0.0504
55507,0,0.1392
55508,0,0.089
55509,0,0.1686
55510,1,0.6172
55511,0,0.3678
55512,0,0.425
55513,0,0.4038
55514,0,0.3856
55515,0,0.0147
55516,0,0.2238
55517,1,0.6614
55518,0,0.0109
55519,0,0.0137
55520,0,0.0602
55521,0,0.0111
55522,1,0.9416
55523,0,0.1131
55524,1,0.8805
55525,0,0.4498
55526,1,0.774
55527,1,0.8312
55528,0,0.2142
55529,1,0.9257
55530,1,0.837
55531,0,0.0766
55532,1,0.844
55533,0,0.3987
55534,0,0.1391
55535,1,0.7641
55536,1,0.635
55537,0,0.142
55538,0,0.0899
55539,0,0.0478
55540,0,0.0868
55541,0,0.2156
55542,0,0.0399
55543,1,0.6934
55544,1,0.5859
55545,1,0.7062
55546,0,0.3518
55547,1,0.857
55548,1,0.9471
55549,1,0.7012
55550,0,0.14
55551,0,0.1746
55552,0,0.0458
55553,0,0.0894
55554,1,0.8467
55555,0,0.3901
55556,1,0.7119
55557,0,0.099
55558,0,0.1161
55559,0,0.0135
55560,0,0.0889
55561,0,0.1602
55562,0,0.3101
55563,1,0.747
55564,0,0.1931
55565,0,0.1954
55566,1,0.7074
55567,1,0.6764
55568,0,0.0327
55569,1,0.6955
55570,1,0.8402
55571,0,0.07
55572,1,0.7569
55573,0,0.0326
55574,0,0.3945
55575,0,0.029
55576,0,0.2975
55577,1,0.5065
55578,0,0.0122
55579,0,0.1467
55580,0,0.4228
55581,0,0.0651
55582,1,0.5883
55583,0,0.0015
55584,0,0.4304
55585,0,0.0028
55586,0,0.1258
55587,0,0.0912
55588,0,0.0298
55589,1,0.8795
55590,0,0.2448
55591,0,0.3151
55592,0,0.0458
55593,0,0.1448
55594,1,0.7029
55595,1,0.9459
55596,0,0.0145
55597,0,0.067
55598,1,0.8632
55599,0,0.1989
55600,0,0.186
55601,1,0.8425
55602,0,0.0141
55603,0,0.1252
55604,1,0.7154
55605,0,0.3901
55606,1,0.9208
55607,0,0.0701
55608,1,0.8141
55609,0,0.4166
55610,0,0.0961
55611,1,0.9366
55612,1,0.5679
55613,0,0.4006
55614,0,0.198
55615,0,0.3553
55616,0,0.4301
55617,0,0.3435
55618,0,0.0802
55619,0,0.4314
55620,0,0.3139
55621,0,0.3928
55622,1,0.8536
55623,1,0.8188
55624,0,0.4834
55625,0,0.0408
55626,0,0.3248
55627,0,0.1005
55628,0,0.4169
55629,0,0.0037
55630,0,0.4192
55631,1,0.7981
55632,0,0.054
55633,1,0.7223
55634,1,0.8861
55635,0,0.1686
55636,0,0.118
55637,0,0.3196
55638,1,0.8179
55639,0,0.4562
55640,0,0.084
55641,1,0.6619
55642,1,0.5586
55643,1,0.7869
55644,0,0.0435
55645,0,0.1287
55646,0,0.0013
55647,1,0.8178
55648,0,0.4106
55649,0,0.134
55650,1,0.5945
55651,1,0.9073
55652,0,0.0199
55653,0,0.3268
55654,1,0.9307
55655,0,0.0566
55656,0,0.4702
55657,0,0.132
55658,0,0.4619
55659,0,0.3097
55660,1,0.6223
55661,0,0.0617
55662,0,0.4248
55663,1,0.5826
55664,0,0.1787
55665,1,0.8425
55666,0,0.2357
55667,0,0.2996
55668,0,0.0028
55669,1,0.6293
55670,0,0.1497
55671,0,0.2393
55672,0,0.1939
55673,1,0.9225
55674,0,0.0583
55675,0,0.0996
55676,0,0.0625
55677,0,0.1214
55678,1,0.8028
55679,1,0.6084
55680,0,0.3759
55681,0,0.0589
55682,0,0.0332
55683,0,0.2697
55684,0,0.4071
55685,0,0.1318
55686,0,0.0599
55687,1,0.5013
55688,1,0.5783
55689,0,0.0933
55690,0,0.1039
55691,0,0.4845
55692,0,0.1438
55693,1,0.7572
55694,0,0.1067
55695,1,0.5549
55696,0,0.0541
55697,0,0.1219
55698,1,0.8421
55699,1,0.5676
55700,0,0.4494
55701,0,0.0121
55702,0,0.1513
55703,0,0.0574
55704,0,0.1944
55705,0,0.4168
55706,0,0.1775
55707,0,0.054
55708,0,0.1637
55709,0,0.2267
55710,0,0.0011
55711,0,0.2559
55712,1,0.7545
55713,0,0.0143
55714,1,0.8377
55715,1,0.5531
55716,0,0.3832
55717,0,0.2025
55718,0,0.0998
55719,0,0.009
55720,0,0.1285
55721,1,0.5808
55722,0,0.0556
55723,0,0.0296
55724,1,0.5284
55725,1,0.6526
55726,0,0.1205
55727,0,0.2252
55728,0,0.0475
55729,0,0.218
55730,0,0.436
55731,1,0.6768
55732,0,0.0641
55733,0,0.0819
55734,0,0.4269
55735,1,0.6136
55736,0,0.1774
55737,0,0.4963
55738,1,0.6318
55739,0,0.1097
55740,1,0.9252
55741,0,0.0114
55742,0,0.0338
55743,0,0.1498
55744,1,0.5167
55745,0,0.3014
55746,1,0.7229
55747,0,0.0071
55748,0,0.0532
55749,1,0.7819
55750,0,0.1459
55751,0,0.395
55752,0,0.1326
55753,0,0.4057
55754,1,0.7815
55755,0,0.0324
55756,0,0.3012
55757,1,0.6814
55758,0,0.3012
55759,1,0.7727
55760,0,0.0261
55761,0,0.2262
55762,0,0.2655
55763,0,0.3031
55764,0,0.149
55765,0,0.38
55766,0,0.4395
55767,1,0.8493
55768,0,0.0378
55769,0,0.4267
55770,0,0.2321
55771,0,0.0479
55772,1,0.867
55773,0,0.0418
55774,1,0.9306
55775,0,0.1032
55776,0,0.2909
55777,1,0.5212
55778,0,0.2002
55779,1,0.8558
55780,0,0.1734
55781,0,0.067
55782,1,0.6147
55783,0,0.0367
55784,0,0.0894
55785,0,0.2716
55786,0,0.0883
55787,0,0.3701
55788,0,0.341
55789,0,0.0481
55790,1,0.8713
55791,1,0.5974
55792,0,0.1115
55793,0,0.1794
55794,0,0.3686
55795,0,0.1464
55796,0,0.4577
55797,1,0.896
55798,0,0.3508
55799,0,0.0055
55800,1,0.6933
55801,0,0.288
55802,0,0.0005
55803,0,0.375
55804,0,0.0921
55805,0,0.1915
55806,1,0.7252
55807,1,0.6097
55808,0,0.4623
55809,1,0.7728
55810,0,0.4481
55811,0,0.3809
55812,0,0.029
55813,1,0.7928
55814,0,0.1554
55815,1,0.7564
55816,1,0.7742
55817,0,0.1651
55818,1,0.5387
55819,0,0.0154
55820,1,0.7994
55821,0,0.1211
55822,1,0.6533
55823,0,0.1728
55824,0,0.0073
55825,0,0.0436
55826,0,0.0475
55827,0,0.1107
55828,0,0.0493
55829,0,0.3194
55830,1,0.8611
55831,0,0.3202
55832,0,0.4692
55833,0,0.4985
55834,0,0.3571
55835,1,0.7316
55836,0,0.1974
55837,1,0.662
55838,0,0.0359
55839,0,0.3528
55840,0,0.0875
55841,0,0.482
55842,0,0.2151
55843,0,0.1225
55844,0,0.4167
55845,0,0.4481
55846,1,0.8612
55847,0,0.3317
55848,1,0.911
55849,0,0.1201
55850,0,0.0696
55851,0,0.0792
55852,0,0.0161
55853,0,0.1586
55854,1,0.7696
55855,0,0.443
55856,1,0.7564
55857,1,0.6626
55858,1,0.6709
55859,0,0.0179
55860,1,0.6734
55861,0,0.0319
55862,1,0.7252
55863,1,0.6413
55864,0,0.4449
55865,1,0.6425
55866,0,0.0836
55867,0,0.0177
55868,0,0.2722
55869,1,0.683
55870,0,0.0398
55871,0,0.1651
55872,0,0.1214
55873,1,0.803
55874,0,0.0909
55875,0,0.1518
55876,0,0.3133
55877,0,0.0878
55878,0,0.0208
55879,0,0.092
55880,0,0.0003
55881,1,0.8905
55882,0,0.0191
55883,0,0.2193
55884,0,0.0268
55885,0,0.0746
55886,1,0.7754
55887,0,0.0237
55888,0,0.0465
55889,0,0.1642
55890,0,0.0432
55891,0,0.0314
55892,1,0.9046
55893,1,0.8213
55894,0,0.3966
55895,0,0.0694
55896,0,0.0411
55897,0,0.0429
55898,0,0.0632
55899,0,0.0234
55900,0,0.3838
55901,0,0.0114
55902,0,0.478
55903,1,0.8124
55904,0,0.1644
55905,0,0.0725
55906,1,0.866
55907,0,0.0148
55908,0,0.0278
55909,0,0.4206
55910,0,0.1046
55911,1,0.6905
55912,0,0.275
55913,1,0.7719
55914,1,0.8404
55915,0,0.036
55916,0,0.0708
55917,1,0.6602
55918,1,0.6063
55919,1,0.8436
55920,0,0.0416
55921,0,0.0197
55922,0,0.1788
55923,0,0.2713
55924,1,0.7478
55925,0,0.4499
55926,0,0.3886
55927,0,0.3138
55928,1,0.7362
55929,0,0.1184
55930,0,0.4008
55931,0,0.3136
55932,0,0.0247
55933,1,0.6798
55934,1,0.8297
55935,1,0.5818
55936,0,0.1844
55937,0,0.2257
55938,0,0.0024
55939,1,0.5878
55940,0,0.0751
55941,0,0.382
55942,0,0.0485
55943,0,0.2176
55944,0,0.1087
55945,0,0.4473
55946,1,0.536
55947,0,0.1171
55948,0,0.227
55949,1,0.7581
55950,0,0.2118
55951,0,0.0657
55952,1,0.726
55953,1,0.7481
55954,1,0.9293
55955,0,0.1784
55956,0,0.1488
55957,0,0.1671
55958,1,0.5733
55959,0,0.3508
55960,1,0.608
55961,0,0.2561
55962,0,0.1449
55963,1,0.707
55964,1,0.873
55965,1,0.8833
55966,0,0.0442
55967,0,0.0706
55968,0,0.042
55969,0,0.1786
55970,0,0.0746
55971,1,0.8638
55972,0,0.1024
55973,0,0.0896
55974,0,0.3366
55975,1,0.6733
55976,1,0.6726
55977,0,0.0124
55978,0,0.0506
55979,0,0.3623
55980,1,0.5274
55981,0,0.0258
55982,0,0.0115
55983,0,0.0133
55984,0,0.1281
55985,0,0.134
55986,1,0.6312
55987,0,0.4217
55988,0,0.3276
55989,1,0.9509
55990,1,0.5557
55991,1,0.7819
55992,1,0.7133
55993,1,0.6344
55994,0,0.3773
55995,1,0.7333
55996,0,0.2861
55997,0,0.1081
55998,1,0.8226
55999,1,0.6314
56000,1,0.5734
56001,0,0.0058
56002,0,0.3787
56003,0,0.4564
56004,1,0.7388
56005,0,0.2765
56006,1,0.7609
56007,0,0.3619
56008,0,0.1033
56009,1,0.8119
56010,1,0.7226
56011,1,0.8802
56012,0,0.2874
56013,0,0.2697
56014,0,0.095
56015,0,0.1953
56016,1,0.6511
56017,0,0.471
56018,1,0.6489
56019,0,0.0679
56020,0,0.4001
56021,1,0.6928
56022,1,0.7134
56023,0,0.1478
56024,1,0.8465
56025,0,0.1119
56026,0,0.2153
56027,0,0.1082
56028,0,0.0324
56029,0,0.333
56030,0,0.0167
56031,0,0.1175
56032,0,0.4863
56033,0,0.1044
56034,0,0.4059
56035,1,0.7386
56036,1,0.8211
56037,1,0.8063
56038,0,0.1025
56039,0,0.0894
56040,1,0.6727
56041,0,0.3407
56042,0,0.07
56043,0,0.2607
56044,1,0.8172
56045,0,0.0698
56046,0,0.1828
56047,0,0.0564
56048,0,0.3673
56049,0,0.1012
56050,0,0.1444
56051,0,0.1636
56052,0,0.0401
56053,1,0.8844
56054,0,0.2788
56055,1,0.9279
56056,0,0.1747
56057,0,0.0872
56058,1,0.8505
56059,0,0.0033
56060,0,0.1453
56061,1,0.8529
56062,1,0.5482
56063,1,0.6269
56064,0,0.2693
56065,0,0.0768
56066,0,0.0723
56067,0,0.0437
56068,0,0.1649
56069,1,0.8534
56070,1,0.659
56071,0,0.0204
56072,0,0.091
56073,0,0.2345
56074,0,0.3906
56075,1,0.9321
56076,1,0.562
56077,0,0.1577
56078,0,0.0449
56079,0,0.385
56080,1,0.5689
56081,0,0.0767
56082,1,0.5774
56083,0,0.2369
56084,1,0.5636
56085,0,0.358
56086,1,0.7359
56087,1,0.8683
56088,1,0.9954
56089,0,0.3428
56090,0,0.1361
56091,0,0.052
56092,1,0.8665
56093,0,0.3006
56094,1,0.7971
56095,0,0.2473
56096,0,0.4727
56097,0,0.0285
56098,1,0.9381
56099,0,0.0013
56100,0,0.1316
56101,0,0.317
56102,1,0.8782
56103,1,0.7105
56104,0,0.0472
56105,1,0.8627
56106,0,0.0598
56107,0,0.0109
56108,1,0.6917
56109,0,0.1303
56110,1,0.935
56111,1,0.8539
56112,0,0.2722
56113,0,0.0133
56114,1,0.9103
56115,1,0.6857
56116,1,0.6844
56117,0,0.2221
56118,1,0.5395
56119,0,0.2255
56120,0,0.0957
56121,0,0.1149
56122,0,0.4069
56123,1,0.7924
56124,0,0.4286
56125,1,0.8019
56126,1,0.6083
56127,1,0.9657
56128,0,0.099
56129,0,0.0486
56130,1,0.8917
56131,0,0.0166
56132,1,0.869
56133,0,0.2244
56134,0,0.0446
56135,1,0.7463
56136,0,0.0147
56137,1,0.6803
56138,0,0.3742
56139,1,0.5982
56140,0,0.1028
56141,1,0.7069
56142,1,0.5914
56143,0,0.4636
56144,0,0.0804
56145,1,0.9252
56146,0,0.0686
56147,0,0.1845
56148,0,0.0334
56149,0,0.1743
56150,0,0.067
56151,0,0.005
56152,0,0.0716
56153,0,0.0359
56154,0,0.0766
56155,0,0.0042
56156,1,0.8754
56157,0,0.0518
56158,0,0.0903
56159,1,0.7624
56160,0,0.0641
56161,1,0.6444
56162,0,0.123
56163,0,0.2634
56164,0,0.0315
56165,0,0.0764
56166,0,0.4146
56167,0,0.1447
56168,1,0.709
56169,0,0.0883
56170,0,0.0527
56171,0,0.3798
56172,0,0.1036
56173,0,0.4026
56174,1,0.7848
56175,0,0.0039
56176,1,0.7589
56177,1,0.8207
56178,0,0.4163
56179,0,0.097
56180,0,0.0035
56181,1,0.8423
56182,0,0.0339
56183,0,0.2184
56184,0,0.0383
56185,0,0.1446
56186,0,0.4761
56187,0,0.1072
56188,0,0.026
56189,1,0.8167
56190,0,0.049
56191,0,0.2821
56192,0,0.411
56193,0,0.3339
56194,0,0.0216
56195,0,0.1154
56196,0,0.1612
56197,1,0.7746
56198,0,0.0682
56199,0,0.3267
56200,0,0.2106
56201,1,0.8668
56202,1,0.8763
56203,1,0.5614
56204,0,0.4506
56205,1,0.8012
56206,0,0.4867
56207,1,0.6977
56208,0,0.2011
56209,0,0.1623
56210,0,0.1024
56211,1,0.5443
56212,1,0.5622
56213,0,0.2179
56214,1,0.9039
56215,0,0.0364
56216,0,0.4201
56217,1,0.6209
56218,0,0.129
56219,1,0.8014
56220,0,0.1324
56221,0,0.1261
56222,0,0.0999
56223,0,0.3367
56224,0,0.2264
56225,1,0.8726
56226,0,0.0845
56227,1,0.9242
56228,1,0.6565
56229,1,0.6334
56230,0,0.2627
56231,1,0.7649
56232,0,0.4505
56233,0,0.0218
56234,1,0.7269
56235,0,0.1693
56236,0,0.4012
56237,0,0.4916
56238,0,0.4728
56239,0,0.0529
56240,0,0.0015
56241,0,0.3465
56242,0,0.2024
56243,0,0.2935
56244,0,0.1612
56245,0,0.1465
56246,0,0.026
56247,1,0.7482
56248,0,0.4664
56249,0,0.4737
56250,0,0.0408
56251,0,0.3791
56252,1,0.798
56253,1,0.587
56254,0,0.4743
56255,0,0.1164
56256,1,0.7797
56257,0,0.3593
56258,0,0.313
56259,0,0.1514
56260,0,0.1607
56261,0,0.0551
56262,0,0.3023
56263,0,0.4617
56264,0,0.4752
56265,1,0.8787
56266,0,0.0195
56267,1,0.974
56268,0,0.224
56269,0,0.0025
56270,1,0.9151
56271,1,0.5917
56272,1,0.7198
56273,0,0.3636
56274,1,0.8003
56275,0,0.0486
56276,0,0.118
56277,0,0.2281
56278,0,0.1828
56279,1,0.6844
56280,0,0.0148
56281,0,0.0286
56282,1,0.6271
56283,0,0.1501
56284,0,0.0044
56285,0,0.4942
56286,0,0.1269
56287,1,0.8858
56288,0,0.1368
56289,0,0.273
56290,1,0.8361
56291,0,0.2838
56292,0,0.3837
56293,1,0.8318
56294,0,0.114
56295,0,0.3051
56296,0,0.0023
56297,0,0.0033
56298,0,0.4248
56299,0,0.0564
56300,0,0.2568
56301,0,0.2988
56302,0,0.4812
56303,0,0.3695
56304,0,0.0795
56305,0,0.1413
56306,1,0.7408
56307,0,0.0168
56308,1,0.7053
56309,0,0.4965
56310,1,0.7771
56311,1,0.9423
56312,0,0.166
56313,0,0.0091
56314,0,0.0147
56315,1,0.605
56316,0,0.0834
56317,0,0.1699
56318,0,0.299
56319,0,0.0365
56320,1,0.5553
56321,0,0.2916
56322,1,0.9215
56323,0,0.287
56324,0,0.3815
56325,1,0.7243
56326,0,0.3193
56327,0,0.1548
56328,1,0.6504
56329,0,0.0861
56330,1,0.6967
56331,0,0.0119
56332,0,0.4978
56333,0,0.0935
56334,1,0.7405
56335,0,0.034
56336,0,0.1563
56337,1,0.8672
56338,0,0.0278
56339,0,0.038
56340,0,0.2632
56341,0,0.1287
56342,0,0.0234
56343,0,0.2635
56344,1,0.86
56345,0,0.4088
56346,0,0.03
56347,0,0.3147
56348,0,0.1256
56349,0,0.134
56350,1,0.7382
56351,1,0.5605
56352,0,0.0002
56353,0,0.0604
56354,0,0.3327
56355,0,0.1613
56356,0,0.2351
56357,1,0.7788
56358,0,0.0922
56359,0,0.4199
56360,1,0.5512
56361,1,0.7518
56362,0,0.0715
56363,0,0.4549
56364,0,0.4473
56365,0,0.4468
56366,1,0.8527
56367,0,0.3943
56368,0,0.4666
56369,0,0.3034
56370,1,0.8465
56371,0,0.3994
56372,0,0.0016
56373,1,0.8729
56374,0,0.2345
56375,0,0.1958
56376,0,0.0151
56377,1,0.9648
56378,1,0.5381
56379,0,0.4437
56380,1,0.7929
56381,0,0.0147
56382,1,0.8329
56383,0,0.4202
56384,0,0.4721
56385,0,0.2439
56386,0,0.0382
56387,1,0.566
56388,0,0.0686
56389,1,0.7885
56390,0,0.1086
56391,1,0.8379
56392,1,0.959
56393,0,0.1644
56394,0,0.2558
56395,1,0.5745
56396,1,0.5732
56397,0,0.1388
56398,0,0.0101
56399,1,0.7787
56400,1,0.5054
56401,1,0.6782
56402,1,0.6178
56403,0,0.1802
56404,0,0.0105
56405,0,0.0661
56406,0,0.0068
56407,1,0.5045
56408,0,0.0082
56409,1,0.8447
56410,1,0.7189
56411,0,0.14
56412,0,0.4449
56413,0,0.4429
56414,0,0.4188
56415,0,0.0186
56416,1,0.9724
56417,0,0.144
56418,0,0.0199
56419,0,0.0452
56420,0,0.1131
56421,0,0.4339
56422,0,0.2338
56423,1,0.507
56424,1,0.8777
56425,0,0.1126
56426,1,0.6985
56427,0,0.4481
56428,1,0.8397
56429,0,0.0409
56430,0,0.1398
56431,0,0.0547
56432,1,0.6049
56433,0,0.1979
56434,0,0.1211
56435,1,0.8603
56436,1,0.6859
56437,1,0.6513
56438,1,0.869
56439,0,0.2328
56440,1,0.9361
56441,0,0.0337
56442,1,0.5572
56443,0,0.0377
56444,1,0.8954
56445,1,0.5008
56446,0,0.3025
56447,0,0.0041
56448,0,0.0358
56449,0,0.2416
56450,0,0.4842
56451,1,0.8382
56452,0,0.265
56453,0,0.2253
56454,0,0.2524
56455,0,0.1871
56456,1,0.9123
56457,0,0.2995
56458,1,0.8255
56459,0,0.0071
56460,0,0.0825
56461,0,0.0463
56462,0,0.0207
56463,0,0.011
56464,0,0.0126
56465,0,0.0017
56466,0,0.235
56467,0,0.1201
56468,1,0.7682
56469,0,0.0642
56470,0,0.1989
56471,0,0.0655
56472,0,0.1217
56473,0,0.2691
56474,1,0.6225
56475,0,0.4549
56476,1,0.7654
56477,0,0.0228
56478,1,0.8575
56479,0,0.2846
56480,0,0.4117
56481,1,0.7104
56482,0,0.0712
56483,1,0.6667
56484,1,0.809
56485,0,0.3479
56486,0,0.0901
56487,0,0.0109
56488,0,0.034
56489,1,0.5294
56490,0,0.2607
56491,0,0.1089
56492,1,0.8058
56493,1,0.6076
56494,0,0.0962
56495,1,0.8732
56496,1,0.7093
56497,1,0.5691
56498,0,0.0125
56499,0,0.0787
56500,0,0.1867
56501,0,0.0425
56502,1,0.7257
56503,0,0.0064
56504,0,0.1664
56505,1,0.9504
56506,0,0.0042
56507,0,0.1345
56508,0,0.1189
56509,1,0.8329
56510,0,0.0892
56511,0,0.1494
56512,0,0.2098
56513,0,0.1719
56514,1,0.8486
56515,0,0.3322
56516,0,0.068
56517,0,0.0902
56518,1,0.8523
56519,0,0.1497
56520,0,0.0175
56521,0,0.0933
56522,0,0.4565
56523,1,0.6912
56524,1,0.8562
56525,0,0.0082
56526,0,0.376
56527,1,0.8835
56528,0,0.0397
56529,1,0.5324
56530,1,0.8913
56531,0,0.185
56532,1,0.592
56533,0,0.0951
56534,0,0.3812
56535,0,0.0529
56536,0,0.1999
56537,0,0.4871
56538,0,0.0679
56539,0,0.2335
56540,0,0.055
56541,1,0.8315
56542,1,0.8697
56543,1,0.5729
56544,1,0.7791
56545,0,0.2405
56546,0,0.1293
56547,0,0.2254
56548,0,0.0363
56549,1,0.8288
56550,0,0.133
56551,0,0.0737
56552,1,0.8726
56553,0,0.1523
56554,0,0.4057
56555,0,0.2372
56556,1,0.9589
56557,1,0.7703
56558,1,0.5499
56559,0,0.1982
56560,1,0.8833
56561,0,0.1595
56562,0,0.0575
56563,1,0.6771
56564,0,0.1658
56565,1,0.7455
56566,1,0.7939
56567,0,0.0426
56568,0,0.1254
56569,0,0.2027
56570,1,0.9343
56571,0,0.3613
56572,1,0.6897
56573,0,0.0578
56574,0,0.0989
56575,0,0.0769
56576,0,0.0175
56577,0,0.3126
56578,1,0.5003
56579,1,0.897
56580,0,0.0031
56581,0,0.1501
56582,1,0.5516
56583,0,0.204
56584,0,0.2916
56585,0,0.0426
56586,1,0.8184
56587,0,0.3522
56588,0,0.0797
56589,0,0.0642
56590,0,0.022
56591,0,0.0086
56592,0,0.0224
56593,1,0.6729
56594,0,0.0166
56595,1,0.6687
56596,0,0.059
56597,1,0.6962
56598,0,0.0013
56599,1,0.838
56600,0,0.0462
56601,0,0.2643
56602,0,0.1087
56603,0,0.1973
56604,1,0.9368
56605,0,0.4206
56606,0,0.1905
56607,0,0.1648
56608,1,0.7221
56609,0,0.4131
56610,1,0.7973
56611,0,0.2706
56612,0,0.017
56613,1,0.5907
56614,0,0.3221
56615,1,0.9136
56616,1,0.8284
56617,0,0.1384
56618,0,0.0613
56619,0,0.0174
56620,1,0.79
56621,0,0.3742
56622,1,0.7656
56623,1,0.68
56624,1,0.7984
56625,1,0.7667
56626,0,0.4059
56627,0,0.2532
56628,1,0.5738
56629,0,0.1261
56630,0,0.1262
56631,0,0.2524
56632,1,0.7957
56633,1,0.7145
56634,0,0.1123
56635,0,0.1386
56636,1,0.6451
56637,1,0.6369
56638,1,0.9636
56639,0,0.1141
56640,0,0.3504
56641,0,0.16
56642,1,0.9072
56643,0,0.1888
56644,0,0.0443
56645,1,0.5399
56646,0,0.1289
56647,1,0.8748
56648,0,0.0141
56649,0,0.0658
56650,1,0.6365
56651,0,0.1213
56652,1,0.9197
56653,0,0.4349
56654,1,0.8193
56655,0,0.0392
56656,1,0.7682
56657,0,0.2528
56658,1,0.8869
56659,1,0.8182
56660,1,0.8147
56661,0,0.1038
56662,0,0.2175
56663,0,0.3108
56664,0,0.0906
56665,0,0.2531
56666,0,0.0607
56667,0,0.082
56668,0,0.3945
56669,1,0.8166
56670,0,0.3188
56671,0,0.4137
56672,1,0.9703
56673,1,0.7272
56674,1,0.7717
56675,0,0.0398
56676,0,0.2447
56677,0,0.0042
56678,0,0.0774
56679,0,0.2539
56680,0,0.3229
56681,0,0.0593
56682,1,0.5785
56683,1,0.63
56684,0,0.284
56685,0,0.2841
56686,0,0.0681
56687,0,0.1519
56688,1,0.7481
56689,0,0.2101
56690,0,0.1596
56691,0,0.1
56692,0,0.0195
56693,1,0.6684
56694,0,0.101
56695,0,0.4516
56696,0,0.1315
56697,0,0.3574
56698,1,0.9139
56699,1,0.8729
56700,0,0.0419
56701,0,0.0392
56702,0,0.1285
56703,1,0.8117
56704,0,0.1645
56705,0,0.0578
56706,1,0.6777
56707,0,0.235
56708,1,0.8888
56709,0,0.2497
56710,1,0.5298
56711,0,0.1004
56712,0,0.2118
56713,1,0.6328
56714,0,0.021
56715,0,0.0657
56716,0,0.127
56717,0,0.4701
56718,1,0.8189
56719,0,0.246
56720,1,0.8447
56721,0,0.4541
56722,1,0.9382
56723,1,0.5134
56724,0,0.0014
56725,0,0.2718
56726,0,0.4815
56727,0,0.4149
56728,1,0.7961
56729,0,0.0052
56730,0,0.0215
56731,0,0.0121
56732,1,0.7967
56733,0,0.003
56734,0,0.1757
56735,0,0.1421
56736,0,0.2037
56737,1,0.6163
56738,0,0.0403
56739,1,0.8417
56740,0,0.1571
56741,0,0.0487
56742,0,0.2264
56743,0,0.1833
56744,0,0.1148
56745,0,0.4516
56746,0,0.1428
56747,0,0.0929
56748,0,0.0928
56749,0,0.2286
56750,0,0.0903
56751,0,0.148
56752,0,0.0368
56753,0,0.4621
56754,0,0.328
56755,0,0.487
56756,1,0.7606
56757,1,0.9391
56758,0,0.3064
56759,1,0.7671
56760,0,0.2273
56761,0,0.2633
56762,0,0.0585
56763,0,0.2542
56764,1,0.8826
56765,0,0.1508
56766,0,0.0106
56767,0,0.1615
56768,0,0.1605
56769,1,0.5216
56770,0,0.2224
56771,1,0.7611
56772,0,0.4748
56773,1,0.8108
56774,0,0.2975
56775,0,0.1328
56776,1,0.8341
56777,0,0.3185
56778,0,0.123
56779,0,0.0852
56780,1,0.8058
56781,1,0.7806
56782,0,0.0393
56783,1,0.8527
56784,1,0.8046
56785,0,0.0189
56786,0,0.1836
56787,0,0.0506
56788,0,0.0883
56789,1,0.9591
56790,0,0.1981
56791,0,0.2774
56792,0,0.1484
56793,1,0.8943
56794,0,0.177
56795,0,0.0987
56796,0,0.4955
56797,0,0.2577
56798,0,0.4747
56799,0,0.0804
56800,0,0.039
56801,1,0.6136
56802,0,0.0135
56803,1,0.9186
56804,0,0.1592
56805,1,0.5951
56806,1,0.8396
56807,1,0.8592
56808,0,0.4282
56809,1,0.8356
56810,0,0.0184
56811,0,0.228
56812,1,0.9243
56813,0,0.264
56814,1,0.8686
56815,0,0.1268
56816,1,0.7413
56817,0,0.0541
56818,0,0.114
56819,0,0.0999
56820,0,0.0012
56821,0,0.0047
56822,1,0.5946
56823,0,0.3016
56824,1,0.5818
56825,1,0.9356
56826,1,0.7696
56827,0,0.0057
56828,0,0.0957
56829,1,0.8141
56830,0,0.0103
56831,0,0.0056
56832,1,0.9121
56833,0,0.0618
56834,0,0.4555
56835,0,0.2515
56836,0,0.0349
56837,1,0.5992
56838,0,0.4519
56839,1,0.7383
56840,1,0.5565
56841,0,0.0023
56842,1,0.6328
56843,0,0.0012
56844,0,0.0136
56845,0,0.1501
56846,0,0.0008
56847,0,0.2774
56848,1,0.6888
56849,0,0.2495
56850,0,0.0577
56851,0,0.0266
56852,0,0.496
56853,1,0.8809
56854,1,0.6605
56855,0,0.0592
56856,0,0.1405
56857,0,0.1438
56858,1,0.6191
56859,1,0.7551
56860,0,0.3696
56861,1,0.6156
56862,1,0.8325
56863,1,0.6986
56864,0,0.4225
56865,0,0.3463
56866,0,0.1555
56867,0,0.2643
56868,1,0.7371
56869,1,0.8459
56870,0,0.3594
56871,1,0.8137
56872,0,0.1317
56873,0,0.12
56874,0,0.1617
56875,0,0.076
56876,1,0.5599
56877,0,0.4189
56878,1,0.5485
56879,0,0.0197
56880,0,0.0898
56881,0,0.0205
56882,1,0.6795
56883,0,0.004
56884,1,0.8018
56885,0,0.0463
56886,0,0.2285
56887,0,0.2088
56888,1,0.8833
56889,0,0.1066
56890,0,0.3813
56891,0,0.1611
56892,0,0.0316
56893,0,0.4181
56894,0,0.0022
56895,0,0.4894
56896,0,0.1132
56897,0,0.0805
56898,0,0.0869
56899,0,0.0041
56900,0,0.2705
56901,0,0.2639
56902,0,0.2517
56903,0,0.0939
56904,1,0.5913
56905,1,0.844
56906,0,0.3148
56907,1,0.6575
56908,0,0.0794
56909,1,0.5315
56910,0,0.2381
56911,1,0.88
56912,0,0.142
56913,0,0.4712
56914,0,0.2474
56915,0,0.0636
56916,0,0.1929
56917,1,0.9472
